period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
2026-03-08,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,53651,megawatthours
2026-03-08,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,50940,megawatthours
2026-03-08,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,50916,megawatthours
2026-03-08,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,51272,megawatthours
2026-03-08,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,51495,megawatthours
2026-03-08,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-37821,megawatthours
2026-03-08,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-36182,megawatthours
2026-03-08,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-35629,megawatthours
2026-03-08,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-36196,megawatthours
2026-03-08,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-36154,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,D,Demand,Arizona,Arizona,40549,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,D,Demand,Central,Central,38816,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,D,Demand,Eastern,Eastern,38721,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,D,Demand,Mountain,Mountain,38852,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,D,Demand,Pacific,Pacific,38806,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,Arizona,Arizona,39601,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,Central,Central,37571,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,Eastern,Eastern,37387,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,Mountain,Mountain,37730,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,Pacific,Pacific,37858,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,NG,Net generation,Arizona,Arizona,24365,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,NG,Net generation,Central,Central,22726,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,NG,Net generation,Eastern,Eastern,22359,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,NG,Net generation,Mountain,Mountain,23018,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,NG,Net generation,Pacific,Pacific,23253,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,TI,Total interchange,Arizona,Arizona,-16176,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,TI,Total interchange,Central,Central,-16082,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,TI,Total interchange,Eastern,Eastern,-16354,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,TI,Total interchange,Mountain,Mountain,-15826,megawatthours
2026-03-08,BANC,Balancing Authority of Northern California,TI,Total interchange,Pacific,Pacific,-15548,megawatthours
2026-03-08,BPAT,Bonneville Power Administration,D,Demand,Arizona,Arizona,166682,megawatthours
2026-03-08,BPAT,Bonneville Power Administration,D,Demand,Central,Central,159266,megawatthours
2026-03-08,BPAT,Bonneville Power Administration,D,Demand,Eastern,Eastern,158556,megawatthours
2026-03-08,BPAT,Bonneville Power Administration,D,Demand,Mountain,Mountain,159816,megawatthours
2026-03-08,BPAT,Bonneville Power Administration,D,Demand,Pacific,Pacific,160237,megawatthours
2026-03-08,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,Arizona,Arizona,163034,megawatthours
2026-03-08,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,Central,Central,156076,megawatthours
2026-03-08,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,Eastern,Eastern,155683,megawatthours
2026-03-08,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,Mountain,Mountain,156393,megawatthours
2026-03-08,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,Pacific,Pacific,156673,megawatthours
2026-03-08,BPAT,Bonneville Power Administration,NG,Net generation,Arizona,Arizona,308905,megawatthours
2026-03-08,BPAT,Bonneville Power Administration,NG,Net generation,Central,Central,295174,megawatthours
2026-03-08,BPAT,Bonneville Power Administration,NG,Net generation,Eastern,Eastern,294079,megawatthours
2026-03-08,BPAT,Bonneville Power Administration,NG,Net generation,Mountain,Mountain,295691,megawatthours
2026-03-08,BPAT,Bonneville Power Administration,NG,Net generation,Pacific,Pacific,295650,megawatthours
2026-03-08,BPAT,Bonneville Power Administration,TI,Total interchange,Arizona,Arizona,136132,megawatthours
2026-03-08,CAL,California,D,Demand,Arizona,Arizona,636381,megawatthours
2026-03-08,CAL,California,D,Demand,Central,Central,607998,megawatthours
2026-03-08,CAL,California,D,Demand,Eastern,Eastern,605892,megawatthours
2026-03-08,CAL,California,D,Demand,Mountain,Mountain,609521,megawatthours
2026-03-08,CAL,California,D,Demand,Pacific,Pacific,610564,megawatthours
2026-03-08,CAL,California,DF,Day-ahead demand forecast,Arizona,Arizona,103118,megawatthours
2026-03-08,CAL,California,DF,Day-ahead demand forecast,Central,Central,48926,megawatthours
2026-03-08,CAL,California,DF,Day-ahead demand forecast,Eastern,Eastern,48647,megawatthours
2026-03-08,CAL,California,DF,Day-ahead demand forecast,Mountain,Mountain,49168,megawatthours
2026-03-08,CAL,California,DF,Day-ahead demand forecast,Pacific,Pacific,49367,megawatthours
2026-03-08,CAL,California,NG,Net generation,Arizona,Arizona,380056,megawatthours
2026-03-08,CAL,California,NG,Net generation,Central,Central,362713,megawatthours
2026-03-08,CAL,California,NG,Net generation,Eastern,Eastern,363612,megawatthours
2026-03-08,CAL,California,NG,Net generation,Mountain,Mountain,363485,megawatthours
2026-03-08,CAL,California,NG,Net generation,Pacific,Pacific,363881,megawatthours
2026-03-08,CAL,California,TI,Total interchange,Arizona,Arizona,-31375,megawatthours
2026-03-08,CAL,California,TI,Total interchange,Central,Central,-30322,megawatthours
2026-03-08,CAL,California,TI,Total interchange,Eastern,Eastern,-30332,megawatthours
2026-03-08,CAL,California,TI,Total interchange,Mountain,Mountain,-30059,megawatthours
2026-03-08,CAL,California,TI,Total interchange,Pacific,Pacific,-29609,megawatthours
2026-03-08,CAR,Carolinas,D,Demand,Arizona,Arizona,501722,megawatthours
2026-03-08,CAR,Carolinas,D,Demand,Central,Central,482392,megawatthours
2026-03-08,CAR,Carolinas,D,Demand,Eastern,Eastern,482488,megawatthours
2026-03-08,CAR,Carolinas,D,Demand,Mountain,Mountain,484222,megawatthours
2026-03-08,CAR,Carolinas,D,Demand,Pacific,Pacific,484218,megawatthours
2026-03-08,CAR,Carolinas,DF,Day-ahead demand forecast,Arizona,Arizona,508009,megawatthours
2026-03-08,CAR,Carolinas,DF,Day-ahead demand forecast,Central,Central,426732,megawatthours
2026-03-08,CAR,Carolinas,DF,Day-ahead demand forecast,Eastern,Eastern,427342,megawatthours
2026-03-08,CAR,Carolinas,DF,Day-ahead demand forecast,Mountain,Mountain,426217,megawatthours
2026-03-08,CAR,Carolinas,DF,Day-ahead demand forecast,Pacific,Pacific,492604,megawatthours
2026-03-08,CAR,Carolinas,NG,Net generation,Arizona,Arizona,498040,megawatthours
2026-03-08,CAR,Carolinas,NG,Net generation,Central,Central,480790,megawatthours
2026-03-08,CAR,Carolinas,NG,Net generation,Eastern,Eastern,481026,megawatthours
2026-03-08,CAR,Carolinas,NG,Net generation,Mountain,Mountain,480563,megawatthours
2026-03-08,CAR,Carolinas,NG,Net generation,Pacific,Pacific,480399,megawatthours
2026-03-08,CAR,Carolinas,TI,Total interchange,Arizona,Arizona,-4120,megawatthours
2026-03-08,CAR,Carolinas,TI,Total interchange,Central,Central,21484,megawatthours
2026-03-08,CAR,Carolinas,TI,Total interchange,Eastern,Eastern,21646,megawatthours
2026-03-08,CAR,Carolinas,TI,Total interchange,Mountain,Mountain,21231,megawatthours
2026-03-08,CAR,Carolinas,TI,Total interchange,Pacific,Pacific,-5339,megawatthours
2026-03-08,CENT,Central,D,Demand,Arizona,Arizona,788736,megawatthours
2026-03-08,CENT,Central,D,Demand,Central,Central,755872,megawatthours
2026-03-08,CENT,Central,D,Demand,Eastern,Eastern,755872,megawatthours
2026-03-08,CENT,Central,D,Demand,Mountain,Mountain,755872,megawatthours
2026-03-08,CENT,Central,D,Demand,Pacific,Pacific,755872,megawatthours
2026-03-08,CENT,Central,DF,Day-ahead demand forecast,Arizona,Arizona,795446,megawatthours
2026-03-08,CENT,Central,DF,Day-ahead demand forecast,Central,Central,765805,megawatthours
2026-03-08,CENT,Central,DF,Day-ahead demand forecast,Eastern,Eastern,766544,megawatthours
2026-03-08,CENT,Central,DF,Day-ahead demand forecast,Mountain,Mountain,764780,megawatthours
2026-03-08,CENT,Central,DF,Day-ahead demand forecast,Pacific,Pacific,763576,megawatthours
2026-03-08,CENT,Central,NG,Net generation,Arizona,Arizona,809568,megawatthours
2026-03-08,CENT,Central,NG,Net generation,Central,Central,775836,megawatthours
2026-03-08,CENT,Central,NG,Net generation,Eastern,Eastern,775836,megawatthours
2026-03-08,CENT,Central,NG,Net generation,Mountain,Mountain,775836,megawatthours
2026-03-08,CENT,Central,NG,Net generation,Pacific,Pacific,775836,megawatthours
2026-03-08,CENT,Central,TI,Total interchange,Arizona,Arizona,20808,megawatthours
2026-03-08,CENT,Central,TI,Total interchange,Central,Central,19941,megawatthours
2026-03-08,CENT,Central,TI,Total interchange,Eastern,Eastern,19941,megawatthours
2026-03-08,CENT,Central,TI,Total interchange,Mountain,Mountain,19941,megawatthours
2026-03-08,CENT,Central,TI,Total interchange,Pacific,Pacific,19941,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,Arizona,Arizona,4546,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,Central,Central,4303,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,Eastern,Eastern,4271,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,Mountain,Mountain,4340,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,Pacific,Pacific,4377,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,Arizona,Arizona,4535,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,Central,Central,4304,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,Eastern,Eastern,4280,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,Mountain,Mountain,4334,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,Pacific,Pacific,4363,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,NG,Net generation,Arizona,Arizona,26741,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,NG,Net generation,Central,Central,25259,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,NG,Net generation,Eastern,Eastern,25244,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,NG,Net generation,Mountain,Mountain,25333,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,NG,Net generation,Pacific,Pacific,25371,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,TI,Total interchange,Arizona,Arizona,22195,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,TI,Total interchange,Central,Central,20956,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,TI,Total interchange,Eastern,Eastern,20973,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,TI,Total interchange,Mountain,Mountain,20993,megawatthours
2026-03-08,CHPD,Public Utility District No. 1 of Chelan County,TI,Total interchange,Pacific,Pacific,20994,megawatthours
2026-03-08,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,520775,megawatthours
2026-03-08,CISO,California Independent System Operator,D,Demand,Central,Central,498063,megawatthours
2026-03-08,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,496702,megawatthours
2026-03-08,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,498953,megawatthours
2026-03-08,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,499689,megawatthours
2026-03-08,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,295410,megawatthours
2026-03-08,CISO,California Independent System Operator,NG,Net generation,Central,Central,282626,megawatthours
2026-03-08,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,284268,megawatthours
2026-03-08,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,282524,megawatthours
2026-03-08,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,282165,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,D,Demand,Arizona,Arizona,135081,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,D,Demand,Central,Central,130776,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,D,Demand,Eastern,Eastern,130859,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,D,Demand,Mountain,Mountain,130608,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,D,Demand,Pacific,Pacific,130554,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,Arizona,Arizona,133356,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,Central,Central,129268,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,Eastern,Eastern,129616,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,Mountain,Mountain,128982,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,Pacific,Pacific,128791,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,NG,Net generation,Arizona,Arizona,128746,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,NG,Net generation,Central,Central,124474,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,NG,Net generation,Eastern,Eastern,124892,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,NG,Net generation,Mountain,Mountain,124222,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,NG,Net generation,Pacific,Pacific,124200,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,TI,Total interchange,Arizona,Arizona,-6335,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,TI,Total interchange,Central,Central,-6302,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,TI,Total interchange,Eastern,Eastern,-5967,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,TI,Total interchange,Mountain,Mountain,-6386,megawatthours
2026-03-08,CPLE,Duke Energy Progress East,TI,Total interchange,Pacific,Pacific,-6354,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,D,Demand,Arizona,Arizona,10171,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,D,Demand,Central,Central,9787,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,D,Demand,Eastern,Eastern,9779,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,D,Demand,Mountain,Mountain,9809,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,D,Demand,Pacific,Pacific,9830,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,Arizona,Arizona,10143,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,Central,Central,9755,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,Eastern,Eastern,9749,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,Mountain,Mountain,9767,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,Pacific,Pacific,9790,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,NG,Net generation,Arizona,Arizona,12789,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,NG,Net generation,Central,Central,12254,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,NG,Net generation,Eastern,Eastern,12382,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,NG,Net generation,Mountain,Mountain,12265,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,NG,Net generation,Pacific,Pacific,12282,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,TI,Total interchange,Arizona,Arizona,2618,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,TI,Total interchange,Central,Central,2467,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,TI,Total interchange,Eastern,Eastern,2603,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,TI,Total interchange,Mountain,Mountain,2456,megawatthours
2026-03-08,CPLW,Duke Energy Progress West,TI,Total interchange,Pacific,Pacific,2452,megawatthours
2026-03-08,DEAA,"Arlington Valley, LLC",NG,Net generation,Arizona,Arizona,1676,megawatthours
2026-03-08,DEAA,"Arlington Valley, LLC",NG,Net generation,Central,Central,1717,megawatthours
2026-03-08,DEAA,"Arlington Valley, LLC",NG,Net generation,Eastern,Eastern,1717,megawatthours
2026-03-08,DEAA,"Arlington Valley, LLC",NG,Net generation,Mountain,Mountain,1679,megawatthours
2026-03-08,DEAA,"Arlington Valley, LLC",NG,Net generation,Pacific,Pacific,1494,megawatthours
2026-03-08,DEAA,"Arlington Valley, LLC",TI,Total interchange,Arizona,Arizona,1676,megawatthours
2026-03-08,DEAA,"Arlington Valley, LLC",TI,Total interchange,Central,Central,1717,megawatthours
2026-03-08,DEAA,"Arlington Valley, LLC",TI,Total interchange,Eastern,Eastern,1717,megawatthours
2026-03-08,DEAA,"Arlington Valley, LLC",TI,Total interchange,Mountain,Mountain,1679,megawatthours
2026-03-08,DEAA,"Arlington Valley, LLC",TI,Total interchange,Pacific,Pacific,1494,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,D,Demand,Arizona,Arizona,5632,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,D,Demand,Central,Central,5354,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,D,Demand,Eastern,Eastern,5317,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,D,Demand,Mountain,Mountain,5383,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,D,Demand,Pacific,Pacific,5418,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,Arizona,Arizona,6178,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,Central,Central,5910,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,Eastern,Eastern,5897,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,Mountain,Mountain,5923,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,Pacific,Pacific,5934,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,NG,Net generation,Arizona,Arizona,12531,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,NG,Net generation,Central,Central,11954,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,NG,Net generation,Eastern,Eastern,11949,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,NG,Net generation,Mountain,Mountain,11979,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,NG,Net generation,Pacific,Pacific,11989,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,TI,Total interchange,Arizona,Arizona,6899,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,TI,Total interchange,Central,Central,6600,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,TI,Total interchange,Eastern,Eastern,6632,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,TI,Total interchange,Mountain,Mountain,6596,megawatthours
2026-03-08,DOPD,PUD No. 1 of Douglas County,TI,Total interchange,Pacific,Pacific,6571,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,D,Demand,Arizona,Arizona,235128,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,D,Demand,Central,Central,226712,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,D,Demand,Eastern,Eastern,226732,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,D,Demand,Mountain,Mountain,226717,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,D,Demand,Pacific,Pacific,226801,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,Arizona,Arizona,241819,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,Central,Central,233530,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,Eastern,Eastern,233828,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,Mountain,Mountain,233294,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,Pacific,Pacific,233290,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,NG,Net generation,Arizona,Arizona,264882,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,NG,Net generation,Central,Central,255341,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,NG,Net generation,Eastern,Eastern,254937,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,NG,Net generation,Mountain,Mountain,255439,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,NG,Net generation,Pacific,Pacific,255424,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,TI,Total interchange,Arizona,Arizona,29754,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,TI,Total interchange,Central,Central,28629,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,TI,Total interchange,Eastern,Eastern,28205,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,TI,Total interchange,Mountain,Mountain,28722,megawatthours
2026-03-08,DUK,Duke Energy Carolinas,TI,Total interchange,Pacific,Pacific,28623,megawatthours
2026-03-08,EPE,El Paso Electric Company,D,Demand,Arizona,Arizona,18125,megawatthours
2026-03-08,EPE,El Paso Electric Company,D,Demand,Central,Central,17378,megawatthours
2026-03-08,EPE,El Paso Electric Company,D,Demand,Eastern,Eastern,17337,megawatthours
2026-03-08,EPE,El Paso Electric Company,D,Demand,Mountain,Mountain,17389,megawatthours
2026-03-08,EPE,El Paso Electric Company,D,Demand,Pacific,Pacific,17379,megawatthours
2026-03-08,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,Arizona,Arizona,17583,megawatthours
2026-03-08,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,Central,Central,16857,megawatthours
2026-03-08,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,Eastern,Eastern,16828,megawatthours
2026-03-08,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,Mountain,Mountain,16866,megawatthours
2026-03-08,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,Pacific,Pacific,16840,megawatthours
2026-03-08,EPE,El Paso Electric Company,NG,Net generation,Arizona,Arizona,14034,megawatthours
2026-03-08,EPE,El Paso Electric Company,NG,Net generation,Central,Central,13577,megawatthours
2026-03-08,EPE,El Paso Electric Company,NG,Net generation,Eastern,Eastern,13528,megawatthours
2026-03-08,EPE,El Paso Electric Company,NG,Net generation,Mountain,Mountain,13569,megawatthours
2026-03-08,EPE,El Paso Electric Company,NG,Net generation,Pacific,Pacific,13561,megawatthours
2026-03-08,EPE,El Paso Electric Company,TI,Total interchange,Arizona,Arizona,-4101,megawatthours
2026-03-08,EPE,El Paso Electric Company,TI,Total interchange,Central,Central,-3811,megawatthours
2026-03-08,EPE,El Paso Electric Company,TI,Total interchange,Eastern,Eastern,-3819,megawatthours
2026-03-08,EPE,El Paso Electric Company,TI,Total interchange,Mountain,Mountain,-3830,megawatthours
2026-03-08,EPE,El Paso Electric Company,TI,Total interchange,Pacific,Pacific,-3828,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1118132,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1074488,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1073397,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1074793,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1074938,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1141394,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1097971,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1096736,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1097692,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1097654,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1109593,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1065727,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1064039,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1066493,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1067240,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-8529,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-8752,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-9348,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-8291,megawatthours
2026-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-7689,megawatthours
2026-03-08,FLA,Florida,D,Demand,Arizona,Arizona,667292,megawatthours
2026-03-08,FLA,Florida,D,Demand,Central,Central,646513,megawatthours
2026-03-08,FLA,Florida,D,Demand,Eastern,Eastern,646110,megawatthours
2026-03-08,FLA,Florida,D,Demand,Mountain,Mountain,646694,megawatthours
2026-03-08,FLA,Florida,D,Demand,Pacific,Pacific,646143,megawatthours
2026-03-08,FLA,Florida,DF,Day-ahead demand forecast,Arizona,Arizona,572621,megawatthours
2026-03-08,FLA,Florida,DF,Day-ahead demand forecast,Central,Central,207513,megawatthours
2026-03-08,FLA,Florida,DF,Day-ahead demand forecast,Eastern,Eastern,207368,megawatthours
2026-03-08,FLA,Florida,DF,Day-ahead demand forecast,Mountain,Mountain,208848,megawatthours
2026-03-08,FLA,Florida,DF,Day-ahead demand forecast,Pacific,Pacific,566169,megawatthours
2026-03-08,FLA,Florida,NG,Net generation,Arizona,Arizona,655343,megawatthours
2026-03-08,FLA,Florida,NG,Net generation,Central,Central,635937,megawatthours
2026-03-08,FLA,Florida,NG,Net generation,Eastern,Eastern,635638,megawatthours
2026-03-08,FLA,Florida,NG,Net generation,Mountain,Mountain,635013,megawatthours
