period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
2026-03-08,SC,South Carolina Public Service Authority,NG,Net generation,Central,Central,36170,megawatthours
2026-03-08,SC,South Carolina Public Service Authority,NG,Net generation,Eastern,Eastern,36062,megawatthours
2026-03-08,SC,South Carolina Public Service Authority,NG,Net generation,Mountain,Mountain,36262,megawatthours
2026-03-08,SC,South Carolina Public Service Authority,NG,Net generation,Pacific,Pacific,36284,megawatthours
2026-03-08,SC,South Carolina Public Service Authority,TI,Total interchange,Arizona,Arizona,-26368,megawatthours
2026-03-08,SC,South Carolina Public Service Authority,TI,Total interchange,Pacific,Pacific,-26368,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Arizona,Arizona,57035,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Central,Central,53137,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Eastern,Eastern,53183,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Mountain,Mountain,55093,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Pacific,Pacific,55059,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,56136,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",DF,Day-ahead demand forecast,Central,Central,54179,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,54149,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,54174,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,54178,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",NG,Net generation,Arizona,Arizona,53246,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",NG,Net generation,Central,Central,51708,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",NG,Net generation,Eastern,Eastern,51869,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",NG,Net generation,Mountain,Mountain,51532,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",NG,Net generation,Pacific,Pacific,51367,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",TI,Total interchange,Arizona,Arizona,-3789,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",TI,Total interchange,Central,Central,-3310,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",TI,Total interchange,Eastern,Eastern,-3195,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",TI,Total interchange,Mountain,Mountain,-3561,megawatthours
2026-03-08,SCEG,"Dominion Energy South Carolina, Inc.",TI,Total interchange,Pacific,Pacific,-3692,megawatthours
2026-03-08,SCL,Seattle City Light,D,Demand,Arizona,Arizona,26507,megawatthours
2026-03-08,SCL,Seattle City Light,D,Demand,Central,Central,25242,megawatthours
2026-03-08,SCL,Seattle City Light,D,Demand,Eastern,Eastern,25074,megawatthours
2026-03-08,SCL,Seattle City Light,D,Demand,Mountain,Mountain,25376,megawatthours
2026-03-08,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25493,megawatthours
2026-03-08,SCL,Seattle City Light,NG,Net generation,Arizona,Arizona,15477,megawatthours
2026-03-08,SCL,Seattle City Light,NG,Net generation,Central,Central,14329,megawatthours
2026-03-08,SCL,Seattle City Light,NG,Net generation,Eastern,Eastern,13993,megawatthours
2026-03-08,SCL,Seattle City Light,NG,Net generation,Mountain,Mountain,14519,megawatthours
2026-03-08,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,14510,megawatthours
2026-03-08,SCL,Seattle City Light,TI,Total interchange,Arizona,Arizona,-11030,megawatthours
2026-03-08,SCL,Seattle City Light,TI,Total interchange,Central,Central,-10913,megawatthours
2026-03-08,SCL,Seattle City Light,TI,Total interchange,Eastern,Eastern,-11081,megawatthours
2026-03-08,SCL,Seattle City Light,TI,Total interchange,Mountain,Mountain,-10857,megawatthours
2026-03-08,SCL,Seattle City Light,TI,Total interchange,Pacific,Pacific,-10983,megawatthours
2026-03-08,SE,Southeast,D,Demand,Arizona,Arizona,511359,megawatthours
2026-03-08,SE,Southeast,D,Demand,Central,Central,493144,megawatthours
2026-03-08,SE,Southeast,D,Demand,Eastern,Eastern,493521,megawatthours
2026-03-08,SE,Southeast,D,Demand,Mountain,Mountain,492693,megawatthours
2026-03-08,SE,Southeast,D,Demand,Pacific,Pacific,492432,megawatthours
2026-03-08,SE,Southeast,DF,Day-ahead demand forecast,Arizona,Arizona,534519,megawatthours
2026-03-08,SE,Southeast,DF,Day-ahead demand forecast,Central,Central,516089,megawatthours
2026-03-08,SE,Southeast,DF,Day-ahead demand forecast,Eastern,Eastern,516574,megawatthours
2026-03-08,SE,Southeast,DF,Day-ahead demand forecast,Mountain,Mountain,515848,megawatthours
2026-03-08,SE,Southeast,DF,Day-ahead demand forecast,Pacific,Pacific,515583,megawatthours
2026-03-08,SE,Southeast,NG,Net generation,Arizona,Arizona,536164,megawatthours
2026-03-08,SE,Southeast,NG,Net generation,Central,Central,515642,megawatthours
2026-03-08,SE,Southeast,NG,Net generation,Eastern,Eastern,515618,megawatthours
2026-03-08,SE,Southeast,NG,Net generation,Mountain,Mountain,516104,megawatthours
2026-03-08,SE,Southeast,NG,Net generation,Pacific,Pacific,516765,megawatthours
2026-03-08,SE,Southeast,TI,Total interchange,Arizona,Arizona,24805,megawatthours
2026-03-08,SE,Southeast,TI,Total interchange,Central,Central,22498,megawatthours
2026-03-08,SE,Southeast,TI,Total interchange,Eastern,Eastern,22097,megawatthours
2026-03-08,SE,Southeast,TI,Total interchange,Mountain,Mountain,23411,megawatthours
2026-03-08,SE,Southeast,TI,Total interchange,Pacific,Pacific,24333,megawatthours
2026-03-08,SEC,Seminole Electric Cooperative,D,Demand,Arizona,Arizona,6176,megawatthours
2026-03-08,SEC,Seminole Electric Cooperative,D,Demand,Central,Central,5935,megawatthours
2026-03-08,SEC,Seminole Electric Cooperative,D,Demand,Eastern,Eastern,5908,megawatthours
2026-03-08,SEC,Seminole Electric Cooperative,D,Demand,Mountain,Mountain,5965,megawatthours
2026-03-08,SEC,Seminole Electric Cooperative,D,Demand,Pacific,Pacific,5999,megawatthours
2026-03-08,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,5335,megawatthours
2026-03-08,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,Central,Central,5208,megawatthours
2026-03-08,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,5243,megawatthours
2026-03-08,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,5191,megawatthours
2026-03-08,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,5180,megawatthours
2026-03-08,SEC,Seminole Electric Cooperative,NG,Net generation,Arizona,Arizona,34519,megawatthours
2026-03-08,SEC,Seminole Electric Cooperative,NG,Net generation,Central,Central,33365,megawatthours
2026-03-08,SEC,Seminole Electric Cooperative,NG,Net generation,Eastern,Eastern,33354,megawatthours
2026-03-08,SEC,Seminole Electric Cooperative,NG,Net generation,Mountain,Mountain,33258,megawatthours
2026-03-08,SEC,Seminole Electric Cooperative,NG,Net generation,Pacific,Pacific,33174,megawatthours
2026-03-08,SIKE,Sikeston Board of Municipal Utilities,NG,Net generation,Arizona,Arizona,464,megawatthours
2026-03-08,SIKE,Sikeston Board of Municipal Utilities,NG,Net generation,Central,Central,464,megawatthours
2026-03-08,SIKE,Sikeston Board of Municipal Utilities,NG,Net generation,Eastern,Eastern,464,megawatthours
2026-03-08,SIKE,Sikeston Board of Municipal Utilities,NG,Net generation,Mountain,Mountain,464,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Arizona,Arizona,511359,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Central,Central,493144,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Eastern,Eastern,493521,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Mountain,Mountain,492693,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Pacific,Pacific,492432,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast,Arizona,Arizona,534519,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast,Central,Central,516089,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast,Eastern,Eastern,516574,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast,Mountain,Mountain,515848,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast,Pacific,Pacific,515583,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation,Arizona,Arizona,536164,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation,Central,Central,515642,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation,Eastern,Eastern,515618,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation,Mountain,Mountain,516104,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation,Pacific,Pacific,516765,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange,Arizona,Arizona,24805,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange,Central,Central,22498,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange,Eastern,Eastern,22097,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange,Mountain,Mountain,23411,megawatthours
2026-03-08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange,Pacific,Pacific,24333,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,Arizona,Arizona,77950,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,Central,Central,74743,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,Eastern,Eastern,74627,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,Mountain,Mountain,74795,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,Pacific,Pacific,74875,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,Arizona,Arizona,79021,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,Central,Central,75371,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,Eastern,Eastern,74867,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,Mountain,Mountain,75782,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,Pacific,Pacific,75968,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,NG,Net generation,Arizona,Arizona,137569,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,NG,Net generation,Central,Central,131014,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,NG,Net generation,Eastern,Eastern,130572,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,NG,Net generation,Mountain,Mountain,131365,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,NG,Net generation,Pacific,Pacific,131730,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,TI,Total interchange,Arizona,Arizona,62215,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,TI,Total interchange,Central,Central,58868,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,TI,Total interchange,Eastern,Eastern,58542,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,TI,Total interchange,Mountain,Mountain,59167,megawatthours
2026-03-08,SRP,Salt River Project Agricultural Improvement and Power District,TI,Total interchange,Pacific,Pacific,59452,megawatthours
2026-03-08,SW,Southwest,D,Demand,Arizona,Arizona,273649,megawatthours
2026-03-08,SW,Southwest,D,Demand,Central,Central,261546,megawatthours
2026-03-08,SW,Southwest,D,Demand,Eastern,Eastern,260693,megawatthours
2026-03-08,SW,Southwest,D,Demand,Mountain,Mountain,262020,megawatthours
2026-03-08,SW,Southwest,D,Demand,Pacific,Pacific,262381,megawatthours
2026-03-08,SW,Southwest,DF,Day-ahead demand forecast,Arizona,Arizona,259673,megawatthours
2026-03-08,SW,Southwest,DF,Day-ahead demand forecast,Central,Central,247628,megawatthours
2026-03-08,SW,Southwest,DF,Day-ahead demand forecast,Eastern,Eastern,246246,megawatthours
2026-03-08,SW,Southwest,DF,Day-ahead demand forecast,Mountain,Mountain,248867,megawatthours
2026-03-08,SW,Southwest,DF,Day-ahead demand forecast,Pacific,Pacific,249404,megawatthours
2026-03-08,SW,Southwest,NG,Net generation,Arizona,Arizona,294577,megawatthours
2026-03-08,SW,Southwest,NG,Net generation,Central,Central,281065,megawatthours
2026-03-08,SW,Southwest,NG,Net generation,Eastern,Eastern,280001,megawatthours
2026-03-08,SW,Southwest,NG,Net generation,Mountain,Mountain,281948,megawatthours
2026-03-08,SW,Southwest,NG,Net generation,Pacific,Pacific,283032,megawatthours
2026-03-08,SW,Southwest,TI,Total interchange,Arizona,Arizona,24844,megawatthours
2026-03-08,SW,Southwest,TI,Total interchange,Central,Central,23436,megawatthours
2026-03-08,SW,Southwest,TI,Total interchange,Eastern,Eastern,23225,megawatthours
2026-03-08,SW,Southwest,TI,Total interchange,Mountain,Mountain,23845,megawatthours
2026-03-08,SW,Southwest,TI,Total interchange,Pacific,Pacific,24568,megawatthours
2026-03-08,SWPP,Southwest Power Pool,D,Demand,Arizona,Arizona,788736,megawatthours
2026-03-08,SWPP,Southwest Power Pool,D,Demand,Central,Central,755872,megawatthours
2026-03-08,SWPP,Southwest Power Pool,D,Demand,Eastern,Eastern,755872,megawatthours
2026-03-08,SWPP,Southwest Power Pool,D,Demand,Mountain,Mountain,755872,megawatthours
2026-03-08,SWPP,Southwest Power Pool,D,Demand,Pacific,Pacific,755872,megawatthours
2026-03-08,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,Arizona,Arizona,795446,megawatthours
2026-03-08,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,Central,Central,765805,megawatthours
2026-03-08,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,Eastern,Eastern,766544,megawatthours
2026-03-08,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,Mountain,Mountain,764780,megawatthours
2026-03-08,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,Pacific,Pacific,763576,megawatthours
2026-03-08,SWPP,Southwest Power Pool,NG,Net generation,Arizona,Arizona,809568,megawatthours
2026-03-08,SWPP,Southwest Power Pool,NG,Net generation,Central,Central,775836,megawatthours
2026-03-08,SWPP,Southwest Power Pool,NG,Net generation,Eastern,Eastern,775836,megawatthours
2026-03-08,SWPP,Southwest Power Pool,NG,Net generation,Mountain,Mountain,775836,megawatthours
2026-03-08,SWPP,Southwest Power Pool,NG,Net generation,Pacific,Pacific,775836,megawatthours
2026-03-08,SWPP,Southwest Power Pool,TI,Total interchange,Arizona,Arizona,20808,megawatthours
2026-03-08,SWPP,Southwest Power Pool,TI,Total interchange,Central,Central,19941,megawatthours
2026-03-08,SWPP,Southwest Power Pool,TI,Total interchange,Eastern,Eastern,19941,megawatthours
2026-03-08,SWPP,Southwest Power Pool,TI,Total interchange,Mountain,Mountain,19941,megawatthours
2026-03-08,SWPP,Southwest Power Pool,TI,Total interchange,Pacific,Pacific,19941,megawatthours
2026-03-08,TAL,City of Tallahassee,D,Demand,Arizona,Arizona,6505,megawatthours
2026-03-08,TAL,City of Tallahassee,D,Demand,Central,Central,6283,megawatthours
2026-03-08,TAL,City of Tallahassee,D,Demand,Eastern,Eastern,6279,megawatthours
2026-03-08,TAL,City of Tallahassee,D,Demand,Mountain,Mountain,6285,megawatthours
2026-03-08,TAL,City of Tallahassee,D,Demand,Pacific,Pacific,6286,megawatthours
2026-03-08,TAL,City of Tallahassee,DF,Day-ahead demand forecast,Arizona,Arizona,6490,megawatthours
2026-03-08,TAL,City of Tallahassee,DF,Day-ahead demand forecast,Central,Central,6043,megawatthours
2026-03-08,TAL,City of Tallahassee,DF,Day-ahead demand forecast,Eastern,Eastern,6019,megawatthours
2026-03-08,TAL,City of Tallahassee,DF,Day-ahead demand forecast,Mountain,Mountain,6272,megawatthours
2026-03-08,TAL,City of Tallahassee,DF,Day-ahead demand forecast,Pacific,Pacific,6280,megawatthours
2026-03-08,TAL,City of Tallahassee,NG,Net generation,Arizona,Arizona,7435,megawatthours
2026-03-08,TAL,City of Tallahassee,NG,Net generation,Central,Central,7202,megawatthours
2026-03-08,TAL,City of Tallahassee,NG,Net generation,Eastern,Eastern,7234,megawatthours
2026-03-08,TAL,City of Tallahassee,NG,Net generation,Mountain,Mountain,7164,megawatthours
2026-03-08,TAL,City of Tallahassee,NG,Net generation,Pacific,Pacific,7122,megawatthours
2026-03-08,TAL,City of Tallahassee,TI,Total interchange,Arizona,Arizona,919,megawatthours
2026-03-08,TAL,City of Tallahassee,TI,Total interchange,Central,Central,907,megawatthours
